Sample.Name,sample_num,Cruise,Event,Order_Occ,Sta_ID,Cast_Type,Cardinal_Sta,Station_Notes,Date,Time,DateTime,Lat_Dec,Lon_Dec,Bottle,Assoc_Bottle,Bottle_Depth,Depthm,Del_Depth,Bottle_Notes,NCOG_DNA,NCOG_RNA,DNA_VolFilt,RNA_VolFilt,Pump_Speed,DNA_RNA_Vol_Notes,Filt_Str,Filt_End,Filt_Str_Notes,Filt_End_Notes,Gly.Sample,Sterivex_Notes,std_18S,Distance,T_degC,Salnty,STheta,O2ml_L,PO4ug,SiO3ug,NO3ug,NH3ug,ChlorA,Phaeop,RecInd,MLD_Sigma,NCDepth
201402_093.3_030.0_39,ND0001,201402,50,5,093.3 030.0,Prodo,FALSE,,1/29/2014,18:30,1/29/2014 18:30,32.84617,-117.533,16,16,40,39,-1,,TRUE,TRUE,1.04,1.356,330,not enough water but filter has some color,1311,1317,,,NA,NA,,-15.35599995,14.90600014,33.49100113,24.83243942,5.84100008,0.379999995,2.99000001,0,0.180000007,0.637000024,0.215000004,3,14.92586538,44.34782618
201402_093.3_030.0_10,ND0002,201402,50,5,093.3 030.0,Prodo,FALSE,,1/29/2014,18:30,1/29/2014 18:30,32.84617,-117.533,21,20,10,10,0,,TRUE,TRUE,1.04,2.14,330,,1311,1321,,,NA,NA,,-15.35599995,16.11100006,33.58269882,24.63398933,5.811999798,0.340000004,2.089999914,0.200000003,NA,0.286000013,0.059,3,14.92586538,44.34782618
201402_093.3_060.0_36,ND0003,201402,125,11,093.3 060.0,Prodo,FALSE,,1/30/2014,18:39,1/30/2014 18:39,31.8445,-119.58017,18,17,36,36,0,,TRUE,TRUE,1.04,6.35,330,,1237,1306,,,NA,NA,,-135.2709961,14.67099953,33.31079865,24.74369049,5.777999878,0.360000014,2.529999971,0.200000003,0.090000004,0.634000003,0.35800001,3,26.13158017,48.63636377
201402_093.3_060.0_11,ND0004,201402,125,11,093.3 060.0,Prodo,FALSE,,1/30/2014,18:39,1/30/2014 18:39,31.8445,-119.58017,23,22,11,11,0,,TRUE,TRUE,1.04,6.194,330,,1237,1302,,,NA,NA,,-135.2709961,14.96500015,33.24649811,24.62940025,5.828000069,0.340000004,2.569999933,0,0.170000002,0.252000004,0.075000003,3,26.13158017,48.63636377
201402_093.3_100.0_63,ND0005,201402,173,15,093.3 100.0,Prodo,FALSE,,1/31/2014,18:51,1/31/2014 18:51,30.51267,-122.26117,17,16,63,63,0,,TRUE,TRUE,1.04,5.832,330,,1258,1323,,,NA,NA,,-294.4330139,14.98600006,33.26520157,24.64262962,5.710000038,0.300000012,2.609999895,0,0.059999999,0.298999995,0.149000004,3,41.58335487,93.99999911
201402_093.3_100.0_10,ND0006,201402,173,15,093.3 100.0,Prodo,FALSE,,1/31/2014,18:51,1/31/2014 18:51,30.51267,-122.26117,23,23,10,10,0,,TRUE,TRUE,1.04,6.245,330,Not enough water so sampled from Bot 24 0m and Bot 23 10m; mixlayer,1258,1325,,,NA,NA,,-294.4330139,15.46899986,33.28160095,24.54623985,5.732999802,0.319999993,2.420000076,0.100000001,0.200000003,0.196999997,0.059999999,3,41.58335487,93.99999911
201402_090.0_120.0_75,ND0007,201402,205,18,090.0 120.0,Ros,TRUE,,2/1/2014,13:16,2/1/2014 13:16,30.4175,-124.00067,15,14,75,75,0,,TRUE,TRUE,2.2,6.41,330,,631,655,,,NA,NA,,-368.1740112,15.54300022,33.3266983,24.56900024,5.678999901,0.289999992,2.019999981,0,0.039999999,0.277999997,0.141000003,3,57.24922262,92.47368447
201402_090.0_120.0_10,ND0008,201402,205,18,090.0 120.0,Ros,TRUE,,2/1/2014,13:16,2/1/2014 13:16,30.4175,-124.00067,21,20,11,10,-1,,TRUE,TRUE,2.2,5.38,330,,631,651,,,NA,NA,,-368.1740112,16.21199989,33.41049957,24.47874069,5.617000103,0.289999992,1.850000024,0,0.119999997,0.157000005,0.050000001,3,57.24922262,92.47368447
201402_090.0_110.0_63,ND0009,201402,218,19,090.0 110.0,Prodo,FALSE,,2/1/2014,19:57,2/1/2014 19:57,30.75532,-123.337,17,16,62,63,1,,TRUE,TRUE,2.2,6.29,330,,1352,1420,,,NA,NA,,-328.3250122,14.85400009,33.23669815,24.64903069,5.774000168,0.340000004,2.730000019,0,0.050000001,0.236000001,0.145999998,3,39.98497532,79.0000004
201402_090.0_110.0_20,ND0010,201402,218,19,090.0 110.0,Prodo,FALSE,,2/1/2014,19:57,2/1/2014 19:57,30.75532,-123.337,22,24,20,20,0,Bot 23 10m misfired,TRUE,TRUE,2.2,4.4,330,Not enough water so sampled from Bot 24 0m and Bot 22 20m; mixlayer,1352,1411,,,NA,NA,,-328.3250122,15.48499966,33.29550171,24.55407906,5.71600008,0.330000013,2.50999999,0,0.039999999,0.160999998,0.041999999,3,39.98497532,79.0000004
201402_090.0_090.0_40,ND0011,201402,242,21,090.0 090.0,Ros,TRUE,,2/2/2014,8:57,2/2/2014 8:57,31.4145,-121.99232,17,16,40,40,0,,TRUE,TRUE,1.04,5.201,330,,203,227,,,NA,NA,,-248.6999969,13.48600006,33.05360031,24.79121017,6.040999889,0.379999995,3.059999943,0.200000003,0.059999999,0.778999984,0.319000006,3,31.36429702,46.15384615
201402_090.0_090.0_10,ND0012,201402,242,21,090.0 090.0,Ros,TRUE,,2/2/2014,8:57,2/2/2014 8:57,31.4145,-121.99232,21,20,10,10,0,,TRUE,TRUE,1.04,4.927,330,,203,227,,,NA,NA,,-248.6999969,14.30700016,33.12870026,24.67860031,5.989999771,0.349999994,2.74000001,0,0.029999999,0.479000002,0.101999998,3,31.36429702,46.15384615
201402_090.0_080.0_30,ND0013,201402,261,22,090.0 080.0,Prodo,FALSE,early prodo cast,2/2/2014,16:46,2/2/2014 16:46,31.7482,-121.30912,18,17,30,30,0,"did not get to samples right away, sat for one hour before filtering",TRUE,TRUE,2.2,4.336,330,,1136,1206,estimated,estimated,NA,NA,,-208.4440002,14.05500031,33.13000107,24.73335075,5.934999943,0.370000005,3.079999924,0.200000003,0.140000001,0.492000014,0.163000003,3,43.22415862,49.66666683
201402_090.0_080.0_10,ND0014,201402,261,22,090.0 080.0,Prodo,FALSE,early prodo cast,2/2/2014,16:46,2/2/2014 16:46,31.7482,-121.30912,22,21,12,10,-2,"did not get to samples right away, sat for one hour before filtering",TRUE,TRUE,2.2,4.902,330,,1136,1206,estimated,estimated,NA,NA,,-208.4440002,14.05500031,33.13259888,24.73428917,5.93200016,0.370000005,3.059999943,0.200000003,0.129999995,0.483999997,0.153999999,3,43.22415862,49.66666683
201402_090.0_070.0_70,ND0015,201402,268,23,090.0 070.0,Ros,TRUE,,2/2/2014,22:02,2/2/2014 22:02,32.08282,-120.63658,14,13,70,70,0,,TRUE,TRUE,1.04,6.1,330,,1618,1643,,,NA,NA,,-168.7350006,14.26200008,33.26160049,24.79425049,5.729000092,0.400000006,2.859999895,0.75999999,0.059999999,0.326999992,0.175999999,3,49.7215082,71.50000005
201402_090.0_070.0_10,ND0016,201402,268,23,090.0 070.0,Ros,TRUE,,2/2/2014,22:02,2/2/2014 22:02,32.08282,-120.63658,21,20,10,10,0,,TRUE,TRUE,1.04,6,330,,1618,1646,,,NA,NA,,-168.7350006,15.15499973,33.37860107,24.68984985,5.78399992,0.360000014,2.329999924,0,0.02,0.347000003,0.112000003,3,49.7215082,71.50000005
201402_090.0_053.0_30,ND0017,201402,298,25,090.0 053.0,Ros,TRUE,,2/3/2014,10:00,2/3/2014 10:00,32.65117,-119.48417,18,17,30,30,0,,TRUE,TRUE,1.04,4.298,330,,326,344,,,NA,NA,,-101.0999985,14.2159996,33.35480118,24.87339973,5.81400013,0.430000007,2.779999971,0.899999976,0.109999999,0.620999992,0.185000002,3,21.75534032,31.25000019
201402_090.0_053.0_10,ND0018,201402,298,25,090.0 053.0,Ros,TRUE,,2/3/2014,10:00,2/3/2014 10:00,32.65117,-119.48417,21,20,10,10,0,,TRUE,TRUE,1.04,4.125,330,,326,344,,,NA,NA,,-101.0999985,14.46000004,33.2901001,24.7709198,5.896999836,0.370000005,2.369999886,0.100000001,0.050000001,0.465999991,0.122000001,3,21.75534032,31.25000019
201402_090.0_037.0_30,ND0019,201402,315,26,090.0 037.0,Ros,TRUE,,2/4/2014,2:02,2/4/2014 2:02,33.18017,-118.39332,18,17,30,30,0,,TRUE,TRUE,1.04,4.19,330,,2004,2021,,,NA,NA,,-37.64799881,14.02000046,33.44309998,24.98241997,5.748000145,0.479999989,3.309999943,1.399999976,0.02,1.488999963,0.425999999,3,13.23998202,27.42857154
201402_090.0_037.0_10,ND0020,201402,315,26,090.0 037.0,Ros,TRUE,,2/4/2014,2:02,2/4/2014 2:02,33.18017,-118.39332,21,20,10,10,0,,TRUE,TRUE,1.04,4.194,330,,2004,2023,,,NA,NA,,-37.64799881,15.54399967,33.53070068,24.72135925,5.822000027,0.340000004,2.539999962,0,0.01,0.361999989,0.097000003,3,13.23998202,27.42857154
201402_086.7_033.0_22,ND0021,201402,375,31,086.7 033.0,Prodo,FALSE,,2/4/2014,19:21,2/4/2014 19:21,33.8895,-118.4925,5,4,22,22,0,,TRUE,TRUE,1.04,3.964,330,,1250,1300,estimated,estimated,NA,NA,,-3.483999968,14.61900043,33.49489975,24.89588928,5.624000072,0.5,4.590000153,1.799999952,0.620000005,1.332999945,0.416999996,3,24.15273869,2
201402_086.7_033.0_10,ND0022,201402,375,31,086.7 033.0,Prodo,FALSE,,2/4/2014,19:21,2/4/2014 19:21,33.8895,-118.4925,8,7,10,10,0,,TRUE,TRUE,1.04,3.278,330,,1250,1300,estimated,estimated,NA,NA,,-3.483999968,14.65200043,33.49570084,24.88870049,5.660999775,0.479999989,4.460000038,1.799999952,0.50999999,1.460999966,0.426999986,3,24.15273869,2
201404_093.3_045.0_12,ND0023,201404,78,8,093.3 045.0,Prodo,FALSE,,4/2/2014,17:47,4/2/2014 17:47,32.3463,-118.55002,23,21,12,12,0,,TRUE,TRUE,1.04,6.38,330,,1209,1230,,,NA,NA,,-74.87200165,15.8920002,33.55070114,24.65906906,5.734000206,0.330000013,2.730000019,0.100000001,0.25,0.360000014,0.054000001,3,21.21070951,39.14473688
201404_093.3_045.0_27,ND0024,201404,78,8,093.3 045.0,Prodo,FALSE,,4/2/2014,17:47,4/2/2014 17:47,32.3463,-118.55002,19,18,28,27,-1,,TRUE,TRUE,1.04,6.39,330,,1209,1231,,,NA,NA,,-74.87200165,15.71000004,33.55049896,24.70085907,5.747000217,0.330000013,2.829999924,0,0.340000004,0.449000001,0.079999998,3,21.21070951,39.14473688
201404_093.3_080.0_10,ND0025,201404,142,13,093.3 080.0,Prodo,FALSE,,4/3/2014,20:52,4/3/2014 20:52,31.18483,-120.9177,23,23,10,10,0,,TRUE,TRUE,2.2,6.38,330,Not enough water so sampled from Bot 24 0m and Bot 23 10m; mixlayer,1404,1428,,,NA,NA,,-214.3159943,15.55700016,33.10219955,24.3887291,5.835999966,0.340000004,2.869999886,0,0.150000006,0.119999997,0.02,3,25.21781751,74.86363633
201404_093.3_080.0_63,ND0026,201404,142,13,093.3 080.0,Prodo,FALSE,,4/3/2014,20:52,4/3/2014 20:52,31.18483,-120.9177,17,16,64,63,-1,,TRUE,TRUE,1.04,6.35,330,,1404,1429,,,NA,NA,,-214.3159943,14.86800003,33.28150177,24.68069077,5.742000103,0.340000004,2.660000086,0,0.079999998,0.587000012,0.275000006,3,25.21781751,74.86363633
201404_093.3_110.0_16,ND0027,201404,181,16,093.3 110.0,Prodo,FALSE,,4/4/2014,16:36,4/4/2014 16:36,30.17322,-122.91903,22,21,16,16,0,,TRUE,TRUE,2.2,6.24,330,,1009,1034,,,NA,NA,,-334.1440125,16.60400009,33.36909866,24.35730934,5.640999794,0.310000002,2.480000019,0,0.409999996,0.079999998,0.013,3,40.1458725,96.26086974
201404_093.3_110.0_107,ND0028,201404,181,16,093.3 110.0,Prodo,FALSE,,4/4/2014,16:36,4/4/2014 16:36,30.17322,-122.91903,14,13,107,107,0,,TRUE,TRUE,2.2,6.41,330,,1009,1034,,,NA,NA,,-334.1440125,13.05500031,33.2458992,25.02969933,5.671000004,0.50999999,3.779999971,2.299999952,0.039999999,0.279000014,0.201000005,3,40.1458725,96.26086974
201404_090.0_120.0_10,ND0029,201404,201,18,090.0 120.0,Ros,TRUE,,4/5/2014,3:55,4/5/2014 3:55,30.42303,-123.99558,22,21,10,10,0,,TRUE,TRUE,2.2,6.41,330,,2124,2148,,,NA,NA,,-367.7749939,17.00499916,33.52330017,24.38166046,5.586999893,0.289999992,2.309999943,0.100000001,0.07,0.075000003,0.005,3,41.3409297,113.0769233
201404_090.0_120.0_112,ND0030,201404,201,18,090.0 120.0,Ros,TRUE,Bottle top ajar,4/5/2014,3:55,4/5/2014 3:55,30.42303,-123.99558,13,12,112,112,0,Bottle top ajar; not full; possibly tripped at surface,TRUE,TRUE,1.04,6.37,330,Bottle 13 ran out of water; collected rest from Bottle 12; need to look at CalCOFI data to see if salts values are OK,2124,2144,,,NA,NA,,-367.7749939,14.05099964,33.5367012,25.05318069,5.561999798,0.379999995,3.410000086,0.899999976,0.119999997,0.270000011,0.101000004,3,41.3409297,113.0769233
201404_090.0_100.0_11,ND0031,201404,225,20,090.0 100.0,Prodo,FALSE,,4/5/2014,17:12,4/5/2014 17:12,31.08138,-122.6518,23,22,11,11,0,,TRUE,TRUE,2.2,6.45,330,,1101,1125,,,NA,NA,,-288.0069885,16.28499985,33.45389938,24.49542046,5.645999908,0.289999992,2.359999895,0.100000001,0.280000001,0.066,0.01,3,53.76210503,98.20000005
201404_090.0_100.0_102,ND0032,201404,225,20,090.0 100.0,Prodo,FALSE,,4/5/2014,17:12,4/5/2014 17:12,31.08138,-122.6518,13,12,106,102,-4,,TRUE,TRUE,2.2,6.32,330,,1101,1125,,,NA,NA,,-288.0069885,13.04399967,33.33449936,25.10042953,5.59100008,0.49000001,3.74000001,2.299999952,0.129999995,0.256000012,0.175999999,3,53.76210503,98.20000005
201404_090.0_090.0_10,ND0033,201404,239,21,090.0 090.0,Ros,TRUE,,4/6/2014,0:06,4/6/2014 0:06,31.42703,-121.97902,21,20,10,10,0,,TRUE,TRUE,2.2,6.01,330,,1732,1600,,,NA,NA,,-247.727005,15.50500011,33.13600159,24.42624092,5.856999874,0.349999994,2.99000001,0.100000001,0.029999999,0.136999995,0.017999999,3,27.20720663,58.85714299
201404_090.0_090.0_62,ND0034,201404,239,21,090.0 090.0,Ros,TRUE,,4/6/2014,0:06,4/6/2014 0:06,31.42703,-121.97902,16,15,62,62,0,,TRUE,TRUE,1.04,6.3,330,,1732,1756,,,NA,NA,,-247.727005,13.40999985,33.0632019,24.81514931,5.793000221,0.479999989,3.519999981,1.399999976,0.090000004,0.72299999,0.402999997,3,27.20720663,58.85714299
201404_090.0_070.0_10,ND0035,201404,250,22,090.0 070.0,Ros,TRUE,,4/6/2014,12:16,4/6/2014 12:16,32.08833,-120.63653,21,20,10,10,0,,TRUE,TRUE,2.2,6.38,330,,626,651,,,NA,NA,,-168.5630035,15.02900028,33.23300171,24.60507965,5.876999855,0.349999994,2.940000057,0.100000001,0.07,0.216000006,0.052999999,3,40.33855313,56.46153829
201404_090.0_070.0_75,ND0036,201404,250,22,090.0 070.0,Ros,TRUE,,4/6/2014,12:16,4/6/2014 12:16,32.08833,-120.63653,15,14,75,75,0,,TRUE,TRUE,1.04,6.41,330,,626,651,,,NA,NA,,-168.5630035,12.0170002,33.10559845,25.11898041,5.644000053,0.689999998,5.010000229,5,0.050000001,0.479999989,0.294999987,3,40.33855313,56.46153829
201404_090.0_060.0_12,ND0037,201404,257,23,090.0 060.0,Prodo,FALSE,,4/6/2014,19:17,4/6/2014 19:17,32.41808,-119.953,23,22,12,12,0,,TRUE,TRUE,1.04,6.29,330,,1232,1258,,,NA,NA,,-128.6349945,14.92599964,33.40750122,24.76195908,5.888999939,0.400000006,2.450000048,0,0.100000001,0.331999987,0.101999998,3,14.99247376,52.66666672
201404_090.0_060.0_49,ND0038,201404,257,23,090.0 060.0,Prodo,FALSE,,4/6/2014,19:17,4/6/2014 19:17,32.41808,-119.953,18,17,50,49,-1,,TRUE,TRUE,1.04,6.39,330,,1232,1258,,,NA,NA,,-128.6349945,14.68799973,33.39239883,24.80386925,5.81099987,0.430000007,2.680000067,0.200000003,0.370000005,0.307000011,0.137999997,3,14.99247376,52.66666672
201404_090.0_053.0_10,ND0039,201404,273,24,090.0 053.0,Ros,TRUE,,4/7/2014,1:00,4/7/2014 1:00,32.65458,-119.48298,21,20,10,10,0,,TRUE,TRUE,1.04,6.13,330,,1823,1851,,,NA,NA,,-100.9440002,14.77099991,33.39099884,24.78248978,5.921999931,0.400000006,2.900000095,0.5,0.029999999,0.409000009,0.088,3,36.61734104,45.5555557
201404_090.0_053.0_30,ND0040,201404,273,24,090.0 053.0,Ros,TRUE,,4/7/2014,1:00,4/7/2014 1:00,32.65458,-119.48298,18,17,30,30,0,,TRUE,TRUE,1.04,6.24,330,,1823,1847,,,NA,NA,,-100.9440002,14.71700001,33.39690018,24.79986954,5.876999855,0.409999996,2.75,0.400000006,0.07,0.56400001,0.061000001,3,36.61734104,45.5555557
201404_090.0_037.0_10,ND0041,201404,286,25,090.0 037.0,Ros,TRUE,,4/7/2014,10:33,4/7/2014 10:33,33.1871,-118.38833,21,20,10,10,0,,TRUE,TRUE,1.04,5.61,330,,434,500,,,NA,NA,,-37.22100067,16.81200027,33.55049896,24.44775963,5.696000099,0.289999992,2.359999895,0,0,0.224000007,0.046999998,3,12.87604158,31.85185182
201404_090.0_037.0_40,ND0042,201404,286,25,090.0 037.0,Ros,TRUE,Bottle 17 mistrip,4/7/2014,10:33,4/7/2014 10:33,33.1871,-118.38833,16,16,40,40,0,,TRUE,TRUE,1.04,3.87,330,,434,450,,,NA,NA,,-37.22100067,12.86499977,33.42490005,25.20215988,5.097000122,0.779999971,5.900000095,5.400000095,0.119999997,2.607000113,1.121999979,3,12.87604158,31.85185182
201404_090.0_030.0_8,ND0043,201404,316,27,090.0 030.0,Prodo,FALSE,,4/7/2014,17:58,4/7/2014 17:58,33.42173,-117.90127,23,22,8,8,0,,TRUE,TRUE,1.04,4.87,330,,1144,1206,,,NA,NA,,-9.029999733,15.36100006,33.48809814,24.72888947,6.210999966,0.289999992,1.029999971,0.100000001,0.079999998,0.481000006,0.211999997,3,11.37786207,20.50000004
201404_090.0_030.0_25,ND0044,201404,316,27,090.0 030.0,Prodo,FALSE,,4/7/2014,17:58,4/7/2014 17:58,33.42173,-117.90127,19,19,25,25,0,,TRUE,TRUE,1.04,4.35,330,,1144,1206,,,NA,NA,,-9.029999733,13.35299969,33.43450165,25.11178017,5.464000225,0.610000014,4.230000019,2.799999952,0.150000006,1.952999949,0.980000019,3,11.37786207,20.50000004
201404_086.7_040.0_11,ND0045,201404,407,35,086.7 040.0,Prodo,FALSE,,4/8/2014,19:01,4/8/2014 19:01,33.66172,-118.96023,22,21,11,11,0,,TRUE,TRUE,1.04,4.15,330,,1244,1225,,,NA,NA,,-30.52000046,15.30799961,33.4693985,24.72635078,6.218999863,0.280000001,0.200000003,0,0.039999999,0.542999983,0.252999991,3,12.20822469,29.2
201404_086.7_040.0_34,ND0046,201404,407,35,086.7 040.0,Prodo,FALSE,,4/8/2014,19:01,4/8/2014 19:01,33.66172,-118.96023,18,17,34,34,0,,TRUE,TRUE,0.5,4.19,330,,1244,1225,,,NA,NA,,-30.52000046,13.88099957,33.44720078,25.01457024,5.565999985,0.569999993,3.74000001,2.5,0.439999998,2.440999985,1.44599998,3,12.20822469,29.2
201404_086.7_070.0_12,ND0047,201404,448,38,086.7 070.0,Prodo,FALSE,,4/9/2014,17:29,4/9/2014 17:29,32.65683,-121.04127,23,22,12,12,0,,TRUE,TRUE,1.04,6.12,330,,1134,1201,,,NA,NA,,-151.1920013,14.88799953,33.26139832,24.65756035,5.922999859,0.349999994,3.190000057,0,0.109999999,0.231999993,0.068999998,3,18.4899281,55.59999971
201404_086.7_070.0_58,ND0048,201404,448,38,086.7 070.0,Prodo,FALSE,,4/9/2014,17:29,4/9/2014 17:29,32.65683,-121.04127,16,15,58,58,0,"two Chla peaks, sampled from deepest one",TRUE,TRUE,1.04,6.29,330,,1134,1200,,,NA,NA,,-151.1920013,13.46500015,33.18669891,24.89938927,5.860000134,0.479999989,3.74000001,1.200000048,0.140000001,0.788999975,0.493999988,3,18.4899281,55.59999971
201404_086.7_110.0_13,ND0049,201404,497,42,086.7 110.0,Prodo,FALSE,,4/10/2014,17:57,4/10/2014 17:57,31.32252,-123.74353,23,21,13,13,0,,TRUE,TRUE,2.2,6.2,330,,1150,1215,,,NA,NA,,-310.3450012,16.72299957,33.4673996,24.40494919,5.625,0.310000002,2.359999895,0.100000001,0.07,0.068000004,0.008,3,15.97924606,105.3333336
201404_086.7_110.0_100,ND0050,201404,497,42,086.7 110.0,Prodo,FALSE,,4/10/2014,17:57,4/10/2014 17:57,31.32252,-123.74353,14,13,100,100,0,,TRUE,TRUE,2.2,6.1,330,,1150,1217,,,NA,NA,,-310.3450012,14.80500031,33.40209961,24.78948975,5.663000107,0.370000005,2.869999886,0.400000006,0.039999999,0.222000003,0.130999997,3,15.97924606,105.3333336
201404_083.3_080.0_10,ND0051,201404,537,46,083.3 080.0,Prodo,FALSE,,4/11/2014,18:27,4/11/2014 18:27,32.91223,-122.11928,23,21,10,10,0,,TRUE,TRUE,1.04,5.83,330,,1150,1216,,,NA,NA,,-162.4450073,14.54300022,33.3932991,24.83293915,6.001999855,0.349999994,3.25,0,1.029999971,0.361000001,0.111000001,3,18.53710858,45.94444437
201404_083.3_080.0_43,ND0052,201404,537,46,083.3 080.0,Prodo,FALSE,Bottle 17 mistrip,4/11/2014,18:27,4/11/2014 18:27,32.91223,-122.11928,16,16,44,43,-1,,TRUE,TRUE,1.04,2.88,330,,1150,1201,,,NA,NA,,-162.4450073,14.09599972,33.37620163,24.91579056,5.873000145,0.419999987,3.279999971,0.300000012,0.340000004,0.624000013,0.305000007,3,18.53710858,45.94444437
201404_083.3_051.0_9,ND0053,201404,599,50,083.3 051.0,Prodo,FALSE,,4/12/2014,17:21,4/12/2014 17:21,33.87432,-120.14168,14,12,9,9,0,,TRUE,TRUE,1.04,2.96,330,,1040,1053,,,NA,NA,,-47.7820015,12.98900032,33.5298996,25.25738907,6.112999916,0.540000021,3.50999999,2.700000048,0.460000008,3.694000006,1.756999969,3,15.22385026,2
201404_083.3_051.0_16,ND0054,201404,599,50,083.3 051.0,Prodo,FALSE,,4/12/2014,17:21,4/12/2014 17:21,33.87432,-120.14168,11,10,16,16,0,,TRUE,TRUE,1.04,2.65,330,,1040,1053,,,NA,NA,,-47.7820015,12.86800003,33.53319931,25.28418922,5.986000061,0.600000024,3.950000048,3.200000048,0.680000007,3.757999897,1.455000043,3,15.22385026,2
201404_081.8_046.9_10,ND0055,201404,649,55,081.8 046.9,Ros,TRUE,,4/13/2014,7:27,4/13/2014 7:27,34.27407,-120.02473,23,23,10,10,0,,TRUE,TRUE,0.5,2,330,,120,129,,,NA,NA,,-14.49800014,12.52999973,33.64030075,25.43287086,7.328999996,0.239999995,0.649999976,0.400000006,0.100000001,21.52300072,2.269000053,3,10.65817782,10.41958042
201404_081.8_046.9_20,ND0056,201404,649,55,081.8 046.9,Ros,TRUE,,4/13/2014,7:27,4/13/2014 7:27,34.27407,-120.02473,22,22,20,20,0,,TRUE,TRUE,0.5,2.04,330,,120,129,,,NA,NA,,-14.49800014,11.17500019,33.70460129,25.73674011,4.426000118,1.480000019,16.86000061,14.69999981,1.710000038,5.796999931,1.657999992,3,10.65817782,10.41958042
201404_080.0_055.0_11,ND0057,201404,687,58,080.0 055.0,Prodo,TRUE,Chla max at 10m and 48m,4/13/2014,17:10,4/13/2014 17:10,34.31628,-120.80113,22,21,11,11,0,,TRUE,TRUE,1.04,3.06,330,,1138,1149,,,NA,NA,,-18.52400017,12.44999981,33.56890106,25.39300919,5.535999775,0.980000019,13.89999962,9.699999809,0.100000001,2.068000078,0.757000029,3,13.36326151,2
201404_080.0_055.0_52,ND0058,201404,687,58,080.0 055.0,Prodo,TRUE,Chla max at 10m and 48m,4/13/2014,17:10,4/13/2014 17:10,34.31628,-120.80113,16,15,52,52,0,,TRUE,TRUE,1.04,3.21,330,,1138,1149,,,NA,NA,,-18.52400017,10.96000004,33.68980026,25.76514053,4.56099987,1.409999967,16.12999916,15.10000038,1.179999948,3.608999968,1.144000053,3,13.36326151,2
201404_080.0_070.0_10,ND0059,201404,718,60,080.0 070.0,Ros,TRUE,,4/14/2014,4:18,4/14/2014 4:18,33.8223,-121.8382,21,20,10,10,0,,TRUE,TRUE,1.04,6.09,330,,2141,2211,paused for 5 min during filtering,,NA,NA,,-77.96299744,14.76099968,33.43209839,24.81632042,5.993000031,0.360000014,3.039999962,0,0.059999999,0.340999991,0.101999998,3,28.38630522,41.72549013
201404_080.0_070.0_40,ND0060,201404,718,60,080.0 070.0,Ros,TRUE,,4/14/2014,4:18,4/14/2014 4:18,33.8223,-121.8382,17,16,40,40,0,,TRUE,TRUE,1.04,6.17,330,,2141,2211,paused for 5 min during filtering,,NA,NA,,-77.96299744,14.03899956,33.39590073,24.94261932,5.94299984,0.479999989,3.160000086,0.200000003,0.059999999,0.75,0.293000013,3,28.38630522,41.72549013
201404_080.0_080.0_10,ND0061,201404,732,61,080.0 080.0,Ros,TRUE,,4/14/2014,10:40,4/14/2014 10:40,33.48392,-122.53138,21,20,10,10,0,,TRUE,TRUE,1.04,6,330,,501,527,,,NA,NA,,-118.0979996,14.60999966,33.46620178,24.87491035,5.960999966,0.360000014,3.470000029,0,0.109999999,0.372999996,0.100000001,3,21.54857309,42.30769238
201404_080.0_080.0_40,ND0062,201404,732,61,080.0 080.0,Ros,TRUE,,4/14/2014,10:40,4/14/2014 10:40,33.48392,-122.53138,17,16,40,40,0,,TRUE,TRUE,1.04,6.15,330,,501,524,,,NA,NA,,-118.0979996,14.10999966,33.47779846,24.99110031,5.960999966,0.449999988,4.409999847,0.699999988,0.319999993,0.736000001,0.375,3,21.54857309,42.30769238
201404_080.0_090.0_10,ND0063,201404,750,62,080.0 090.0,Prodo,FALSE,,4/14/2014,17:07,4/14/2014 17:07,33.14778,-123.2202,23,23,10,10,0,,TRUE,TRUE,1.04,6.15,330,Mixed water from surf and 10m; mixlayer,1045,1112,,,NA,NA,,-158.0939941,14.75800037,33.43180084,24.8167305,5.943999767,0.379999995,3.24000001,0,0.02,0.314999998,0.078000002,3,42.18200709,54.42105262
201404_080.0_090.0_54,ND0064,201404,750,62,080.0 090.0,Prodo,FALSE,,4/14/2014,17:07,4/14/2014 17:07,33.14778,-123.2202,18,17,54,54,0,,TRUE,TRUE,1.04,6.01,330,,1045,1112,,,NA,NA,,-158.0939941,13.79599953,33.38280106,24.98345947,5.789000034,0.469999999,3.230000019,0.800000012,0.200000003,0.653999984,0.326000005,3,42.18200709,54.42105262
201404_080.0_100.0_10,ND0065,201404,766,63,080.0 100.0,Ros,TRUE,,4/14/2014,23:21,4/14/2014 23:21,32.82037,-123.9004,21,20,10,10,0,,TRUE,TRUE,1.04,6.03,330,,1644,1714,,,NA,NA,,-197.5619965,15.17500019,33.15579987,24.51388931,5.914000034,0.349999994,3.029999971,0.200000003,0.159999996,0.294999987,0.006,3,16.53359088,55.5555557
201404_080.0_100.0_50,ND0066,201404,766,63,080.0 100.0,Ros,TRUE,,4/14/2014,23:21,4/14/2014 23:21,32.82037,-123.9004,16,15,50,50,0,,TRUE,TRUE,1.04,6.25,330,,1644,1711,,,NA,NA,,-197.5619965,15.0369997,33.25130081,24.62005043,5.855999947,0.360000014,3.210000038,0,0.090000004,0.402999997,0.07,3,16.53359088,55.5555557
