Sample.Name,sample_num,Cruise,Event,Order_Occ,Sta_ID,Cast_Type,Cardinal_Sta,Station_Notes,Date,Time,DateTime,Lat_Dec,Lon_Dec,Bottle,Assoc_Bottle,Bottle_Depth,Depthm,Del_Depth,Bottle_Notes,NCOG_DNA,NCOG_RNA,DNA_VolFilt,RNA_VolFilt,Pump_Speed,DNA_RNA_Vol_Notes,Filt_Str,Filt_End,Filt_Str_Notes,Filt_End_Notes,Gly.Sample,Sterivex_Notes,std_18S,Distance,T_degC,Salnty,STheta,O2ml_L,PO4ug,SiO3ug,NO3ug,NH3ug,ChlorA,Phaeop,RecInd,MLD_Sigma,NCDepth
201511_080.0_070.0_40,ND0296,201511,NA,40,080.0 070.0,Ross,TRUE,,11/6/2015,4:12,11/6/2015 4:12,33.81667,-121.84308,17,16,41,40,-1,,TRUE,TRUE,1.04,5.66,330,,2217,2240,,,NA,NA,,-78.34600067,14.8760004,33.17810059,24.59778976,5.752999783,0.439999998,3.180000067,0.699999988,0.090000004,1.228000045,0.656000018,3,29.46587238,41.78947374
201511_080.0_080.0_10,ND0297,201511,NA,41,080.0 080.0,Ross,TRUE,,11/6/2015,10:11,11/6/2015 10:11,33.4834,-122.53322,21,20,10,10,0,,TRUE,TRUE,2.2,8.42,330,,437,509,,,NA,NA,,-118.1930008,18.44000053,33.20000076,23.78783989,5.438000202,0.25999999,1.639999986,0,0,0.171000004,0.056000002,3,38.83901715,50.87804873
201511_080.0_080.0_50,ND0298,201511,NA,41,080.0 080.0,Ross,TRUE,,11/6/2015,10:11,11/6/2015 10:11,33.4834,-122.53322,17,16,50,50,0,,TRUE,TRUE,1.04,8.6,330,,437,516,,,NA,NA,,-118.1930008,14.04500008,33.18270111,24.77729988,6.175000191,0.430000007,3.25999999,0.400000006,0.02,1.194000006,0.653999984,3,38.83901715,50.87804873
201511_080.0_090.0_10,ND0299,201511,NA,42,080.0 090.0,Prodo,FALSE,,11/6/2015,17:36,11/6/2015 17:36,33.15012,-123.22088,23,22,10,10,0,,TRUE,TRUE,2.2,7.78,330,,1121,1153,,,NA,NA,,-158.0509949,17.71199989,33.29119873,24.03540039,5.539999962,0.270000011,1.639999986,0,0,0.239999995,0.068999998,3,20.5832693,61.51351341
201511_080.0_090.0_68,ND0300,201511,NA,42,080.0 090.0,Prodo,FALSE,,11/6/2015,17:36,11/6/2015 17:36,33.15012,-123.22088,16,15,68,68,0,,TRUE,TRUE,1.04,5.72,330,,1121,1153,,,NA,NA,,-158.0509949,12.90400028,33.15909958,24.9901104,5.501999855,0.479999989,4.889999866,2.680000067,0,0.246000007,0.25,3,20.5832693,61.51351341
201511_080.0_100.0_10,ND0301,201511,NA,43,080.0 100.0,Ross,TRUE,,11/6/2015,22:38,11/6/2015 22:38,32.81683,-123.9025,22,22,10,10,0,,TRUE,TRUE,2.2,6.22,330,,1617,1652,,,NA,NA,,-197.7630005,18.0359993,33.08940125,23.80241013,5.53000021,0.239999995,1.720000029,0,0,0.123999998,0.034000002,3,26.98111329,96.70454573
201511_080.0_100.0_57,ND0302,201511,NA,43,080.0 100.0,Ross,TRUE,,11/6/2015,22:38,11/6/2015 22:38,32.81683,-123.9025,15,15,87,87,0,,TRUE,TRUE,2.2,7.32,330,,1617,1647,,,NA,NA,,-197.7630005,13.94699955,33.13710022,24.76449966,5.697999954,0.340000004,3.420000076,0.389999986,0,0.252999991,0.231999993,3,26.98111329,96.70454573
201511_076.7_080.0_13,ND0303,201511,NA,46,076.7 080.0,Prodo,FALSE,,,,,NA,NA,23,22,NA,13,NA,,TRUE,TRUE,2.2,6.62,330,,1054,1121,,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201511_076.7_080.0_49,ND0304,201511,NA,46,076.7 080.0,Prodo,FALSE,,,,,NA,NA,17,16,NA,49,NA,,TRUE,TRUE,1.04,8.26,330,,1054,1120,,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201511_076.7_049.0_10,ND0305,201511,NA,51,076.7 049.0,Prodo,FALSE,,11/8/2015,13:52,11/8/2015 13:52,35.08862,-120.7773,10,8,10,10,0,,TRUE,TRUE,0.5,6.96,330,,647,715,,,NA,NA,,-7.06799984,16.08399963,33.27859879,24.4063797,5.745999813,0.360000014,2.799999952,0.050000001,0.029999999,2.278000116,0.565999985,3,14.25148048,31.22388054
201511_076.7_049.0_25,ND0306,201511,NA,51,076.7 049.0,Prodo,FALSE,,11/8/2015,13:52,11/8/2015 13:52,35.08862,-120.7773,6,5,25,25,0,,TRUE,TRUE,0.5,5.62,330,,647,715,,,NA,NA,,-7.06799984,15.49499989,33.27349854,24.53528023,5.763999939,0.379999995,3.140000105,0.349999994,0.119999997,3.430000067,0.717000008,3,14.25148048,31.22388054
201511_083.3_080.0_15,ND0307,201511,NA,56,083.3 080.0,Prodo,FALSE,,11/9/2015,18:26,11/9/2015 18:26,32.91178,-122.1285,23,21,15,15,0,,TRUE,TRUE,2.2,7.88,330,,1158,1229,,,NA,NA,,-162.8569946,19.18400002,33.37900162,23.73855019,5.381000042,0.25,2.339999914,0,0,0.114,0.028999999,3,47.26992623,91.15800421
201511_083.3_080.0_87,ND0308,201511,NA,56,083.3 080.0,Prodo,FALSE,,11/9/2015,18:26,11/9/2015 18:26,32.91178,-122.1285,15,14,87,87,0,,TRUE,TRUE,1.04,7.56,330,,1158,1229,,,NA,NA,,-162.8569946,14.83100033,33.12689972,24.57092094,5.829999924,0.310000002,2.880000114,0,0.01,0.238000005,0.177000001,3,47.26992623,91.15800421
201511_086.7_110.0_12,ND0309,201511,NA,60,086.7 110.0,Prodo,FALSE,,11/10/2015,17:42,11/10/2015 17:42,31.32302,-123.7433,23,21,13,12,-1,,TRUE,TRUE,2.2,4.84,330,,1111,1142,,,NA,NA,,-310.3200073,19.9109993,33.47969818,23.62821007,5.282000065,0.239999995,1.970000029,0,0,0.136999995,0.022,3,51.54600823,109.3457947
201511_086.7_110.0_96,ND0310,201511,NA,60,086.7 110.0,Prodo,FALSE,,11/10/2015,17:42,11/10/2015 17:42,31.32302,-123.7433,14,13,96,96,0,,TRUE,TRUE,2.2,6.14,330,,1111,1138,,,NA,NA,,-310.3200073,16.02300072,33.39429855,24.51523018,5.572999954,0.300000012,2.670000076,0.159999996,0,0.194999993,0.230000004,3,51.54600823,109.3457947
201511_086.7_070.0_10,ND0311,201511,NA,64,086.7 070.0,Prodo,FALSE,,11/11/2015,18:13,11/11/2015 18:13,32.65623,-121.03337,23,22,10,10,0,,TRUE,TRUE,2.2,4.84,330,,1148,1209,,,NA,NA,,-150.8670044,18.38100052,33.30379868,23.88179016,5.47300005,0.270000011,1.590000033,0.039999999,0.01,0.177000001,0.056000002,3,30.84617478,60.67961195
201511_086.7_070.0_71,ND0312,201511,NA,64,086.7 070.0,Prodo,FALSE,,11/11/2015,18:13,11/11/2015 18:13,32.65623,-121.03337,16,15,71,71,0,,TRUE,TRUE,1.04,7.06,330,,1148,1218,,,NA,NA,,-150.8670044,12.31700039,33.1446991,25.09250069,5.381999969,0.629999995,5.599999905,4.409999847,0,0.230000004,0.360000014,3,30.84617478,60.67961195
201601_093.3_026.7_10,ND0313,201601,NA,1,093.3 026.7,Prodo,FALSE,,1/7/2016,18:18,1/7/2016 18:18,32.95333,-117.30667,9,8,10,10,0,,TRUE,TRUE,1.04,4.19,330,,1101,1126,,,NA,NA,,-2.312000036,16.25,33.51499939,24.55028915,5.478000164,0.439999998,3.420000076,0.180000007,0.349999994,0.550000012,0.250999987,3,30.35507611,57.5458515
201601_093.3_045.0_9,ND0314,201601,NA,8,093.3 045.0,Prodo,FALSE,,1/8/2016,19:33,1/8/2016 19:33,32.35017,-118.54917,23,22,9,9,0,,TRUE,TRUE,1.04,4.29,330,,1306,1331,,,NA,NA,,-74.71700287,16.62800026,33.66460037,24.5781002,5.471000195,0.379999995,3.210000038,0.079999998,0.039999999,0.606000006,0.317999989,3,56.75697214,67.83783778
201601_093.3_045.0_52,ND0315,201601,NA,8,093.3 045.0,Prodo,FALSE,,1/8/2016,19:33,1/8/2016 19:33,32.35017,-118.54917,16,15,52,52,0,,TRUE,TRUE,1.04,4.43,330,,1306,1329,,,NA,NA,,-74.71700287,16.60300064,33.66149902,24.58473015,5.453999996,0.389999986,3.289999962,0.090000004,0.050000001,0.603999972,0.31099999,3,56.75697214,67.83783778
201601_093.3_080.0_14,ND0316,201601,NA,13,093.3 080.0,Prodo,FALSE,,1/9/2016,19:38,1/9/2016 19:38,31.18433,-120.9075,22,21,14,14,0,,TRUE,TRUE,2.2,6,330,,1317,1337,,,NA,NA,,-213.8829956,16.67700005,33.41329956,24.37417984,5.537000179,0.289999992,1.940000057,0,0.059999999,0.167999998,0.052999999,3,52.00756856,107.9863947
201601_093.3_080.0_79,ND0317,201601,NA,13,093.3 080.0,Prodo,FALSE,,1/9/2016,19:38,1/9/2016 19:38,31.18433,-120.9075,15,14,80,79,-1,,TRUE,TRUE,1.04,4.231,330,,1317,1333,,,NA,NA,,-213.8829956,16.09600067,33.34799957,24.46199989,5.606999874,0.289999992,2.059999943,0,0,0.256999999,0.079999998,3,52.00756856,107.9863947
201601_093.3_120.0_13,ND0318,201601,NA,17,093.3 120.0,Prodo,FALSE,,1/10/2016,20:02,1/10/2016 20:02,29.85417,-123.57583,24,22,12,13,1,,TRUE,TRUE,2.2,6,330,,1335,1356,,,NA,NA,,-373.2650146,17.63299942,33.64450073,24.32521057,5.440000057,0.25,2.099999905,0.059999999,0.189999998,0.108999997,0.039000001,3,86.25324752,108.5714287
201601_093.3_120.0_115,ND0319,201601,NA,17,093.3 120.0,Prodo,FALSE,,1/10/2016,20:02,1/10/2016 20:02,29.85417,-123.57583,12,11,115,115,0,,TRUE,TRUE,1.04,4.411,330,,1335,1349,,,NA,NA,,-373.2650146,14.28999996,33.41590118,24.91024017,5.050000191,0.610000014,4.909999847,2.619999886,0.079999998,0.186000004,0.093999997,3,86.25324752,108.5714287
201601_090.0_120.0_10,ND0320,201601,NA,18,090.0 120.0,Ross,TRUE,,1/11/2016,1:55,1/11/2016 1:55,30.41583,-124.003,22,20,11,10,-1,Also assoc bottle 21,TRUE,TRUE,2.2,5.11,330,,2010,2030,,,NA,NA,,-368.32901,16.64699936,33.26860046,24.26984024,5.611999989,0.280000001,1.909999967,0.090000004,0,0.112000003,0.035999998,3,25.79551457,108.0989008
201601_090.0_120.0_87,ND0321,201601,NA,18,090.0 120.0,Ross,TRUE,,1/11/2016,1:55,1/11/2016 1:55,30.41583,-124.003,14,24,87,87,0,,TRUE,TRUE,2.2,5.82,330,,2010,2030,,,NA,NA,,-368.32901,16.49099922,33.28609848,24.32489014,5.580999851,0.389999986,1.919999957,0.079999998,1.539999962,0.186000004,0.082999997,3,25.79551457,108.0989008
201601_090.0_100.0_10,ND0322,201601,237,20,090.0 100.0,Prodo,FALSE,,1/11/2016,16:07,1/11/2016 16:07,31.079,-122.66067,23,20,13,10,-3,,TRUE,TRUE,2.2,4.44,330,,931,942,,,NA,NA,,-288.4700012,16.32900047,33.35739899,24.41136932,5.585000038,0.280000001,1.909999967,0,0,0.155000001,0.046,3,39.52189303,105.7643979
201601_090.0_100.0_56,ND0323,201601,237,20,090.0 100.0,Prodo,FALSE,,1/11/2016,16:07,1/11/2016 16:07,31.079,-122.66067,16,15,57,56,-1,,TRUE,TRUE,1.04,4.52,330,,931,948,,,NA,NA,,-288.4700012,15.97700024,33.32490158,24.46946907,5.618999958,0.289999992,1.889999986,0,0,0.264999986,0.112000003,3,39.52189303,105.7643979
201601_090.0_090.0_10,ND0324,201601,NA,21,090.0 090.0,Ross,TRUE,,1/11/2016,21:24,1/11/2016 21:24,31.4155,-121.99467,22,"20,(21)",10,10,0,,TRUE,TRUE,2.2,4.14,330,,1450,1515,,,NA,NA,,-248.7709961,15.96199989,33.32770157,24.47168922,5.663000107,0.289999992,1.860000014,0,0,0.140000001,0.037,3,32.93314906,71.74999979
201601_090.0_090.0_62,ND0325,201601,NA,21,090.0 090.0,Ross,TRUE,,1/11/2016,21:24,1/11/2016 21:24,31.4155,-121.99467,16,15,62,62,0,,TRUE,TRUE,1.04,4.41,330,,1450,1516,,,NA,NA,,-248.7709961,15.16899967,33.29679871,24.62721062,5.598999977,0.340000004,2.210000038,0.310000002,0,0.291000009,0.123000003,3,32.93314906,71.74999979
201601_090.0_070.0_10,ND0326,201601,NA,23,090.0 070.0,Ross,TRUE,,1/12/2016,10:41,1/12/2016 10:41,32.084,-120.64117,21,20,10,10,0,,TRUE,TRUE,1.04,4.442,330,,435,449,,,NA,NA,,-168.897995,15.76200008,33.34809875,24.53228951,5.677000046,0.310000002,1.980000019,0.050000001,0,0.230000004,0.071000002,3,53.63860966,84.25000032
201601_090.0_070.0_62,ND0327,201601,NA,23,090.0 070.0,Ross,TRUE,,1/12/2016,10:41,1/12/2016 10:41,32.084,-120.64117,16,15,62,62,0,,TRUE,TRUE,1.04,4.312,330,,435,449,,,NA,NA,,-168.897995,15.64900017,33.34230042,24.55661011,5.65199995,0.330000013,2,0.059999999,0.039999999,0.294999987,0.119999997,3,53.63860966,84.25000032
201601_090.0_060.0_8,ND0328,201601,NA,24,090.0 060.0,Prodo,FALSE,,1/12/2016,17:50,1/12/2016 17:50,32.42033,-119.963,23,23,8,8,0,,TRUE,TRUE,0.5,3.58,330,,1121,1134,,,NA,NA,,-129.0010071,15.16699982,33.34640121,24.66230011,5.763999939,0.330000013,2.130000114,0.090000004,0.100000001,0.423000008,0.128000006,3,41.22861702,73.53731367
201601_090.0_060.0_48,ND0329,201601,NA,24,090.0 060.0,Prodo,FALSE,,1/12/2016,17:50,1/12/2016 17:50,32.42033,-119.963,17,17,49,48,-1,,TRUE,TRUE,0.5,3.62,330,,1121,1134,,,NA,NA,,-129.0010071,15.00199986,33.3423996,24.69775009,5.764999866,0.360000014,2.200000048,0.07,0.150000006,0.582000017,0.243000001,3,41.22861702,73.53731367
201601_090.0_053.0_10,ND0330,201601,NA,25,090.0 053.0,Ross,TRUE,,1/12/2016,22:54,1/12/2016 22:54,32.64917,-119.48083,22,21,10,10,0,,TRUE,TRUE,0.5,3.72,330,,1618,1645,,,NA,NA,,-101.0159988,14.91399956,33.4844017,24.82369041,5.90899992,0.460000008,1.899999976,0.330000013,1.110000014,0.95599997,0.351000011,3,20.35986283,24.52702715
201601_090.0_053.0_30,ND0331,201601,NA,25,090.0 053.0,Ross,TRUE,,1/12/2016,22:54,1/12/2016 22:54,32.64917,-119.48083,19,18,30,30,0,,TRUE,TRUE,0.5,4.47,330,,1618,1639,,,NA,NA,,-101.0159988,14.57199955,33.44279861,24.86621094,5.587999821,0.50999999,3.589999914,1.809999943,0.280000001,0.716000021,0.326999992,3,20.35986283,24.52702715
201601_090.0_037.0_10,ND0332,201601,NA,27,090.0 037.0,Ross,TRUE,,1/13/2016,9:53,1/13/2016 9:53,33.181,-118.38733,23,20,11,10,-1,,TRUE,TRUE,0.5,4.25,330,,345,400,,,NA,NA,,-37.36299896,15.85599995,33.56549835,24.67848015,5.637000084,0.370000005,3.220000029,0.310000002,0.039999999,0.852999985,0.305000007,3,51.51793511,61.91666664
201601_090.0_037.0_40,ND0333,201601,NA,27,090.0 037.0,Ross,TRUE,,1/13/2016,9:53,1/13/2016 9:53,33.181,-118.38733,17,16,41,40,-1,,TRUE,TRUE,0.5,4.42,330,,345,402,,,NA,NA,,-37.36299896,15.85599995,33.56269836,24.67844009,5.579999924,0.370000005,3.170000076,0.319999993,0.050000001,0.778999984,0.280999988,3,51.51793511,61.91666664
201601_090.0_030.0_10,ND0334,201601,NA,29,090.0 030.0,Prodo,FALSE,,1/13/2016,17:15,1/13/2016 17:15,33.42233,-117.90217,23,22,11,10,-1,,TRUE,TRUE,0.5,3.51,330,,1055,1106,,,NA,NA,,-9.052000046,15.93200016,33.60919952,24.69496918,5.592000008,0.430000007,3.049999952,0.170000002,0.129999995,1.011999965,0.389999986,3,45.22470116,48.38461546
201601_090.0_030.0_33,ND0335,201601,NA,29,090.0 030.0,Prodo,FALSE,,1/13/2016,17:15,1/13/2016 17:15,33.42233,-117.90217,19,18,34,33,-1,,TRUE,TRUE,0.5,4.434,330,,1055,1111,,,NA,NA,,-9.052000046,15.90999985,33.60340118,24.69709015,5.547999859,0.419999987,3.109999895,0.270000011,0.07,0.851000011,0.326999992,3,45.22470116,48.38461546
201601_086.7_045.0_10,ND0336,201601,NA,37,086.7 045.0,Prodo,FALSE,,1/14/2016,18:08,1/14/2016 18:08,33.49983,-119.31033,23,21,10,10,0,,TRUE,TRUE,1.04,4.32,330,,1137,1150,,,NA,NA,,-50.5320015,14.73999977,33.49129868,24.86647034,5.736999989,0.49000001,3.940000057,1.309999943,0.109999999,1.110000014,0.460000008,3,11.80602136,3.111111516
201601_086.7_045.0_24,ND0337,201601,NA,37,086.7 045.0,Prodo,FALSE,,1/14/2016,18:08,1/14/2016 18:08,33.49983,-119.31033,19,18,24,24,0,,TRUE,TRUE,1.04,4.16,330,,1137,1153,,,NA,NA,,-50.5320015,14.4630003,33.50640106,24.93803978,5.696000099,0.519999981,4.360000134,1.710000038,0.109999999,1.116999984,0.419999987,3,11.80602136,3.111111516
201601_086.7_080.0_8,ND0338,201601,NA,42,086.7 080.0,Prodo,FALSE,,1/15/2016,17:42,1/15/2016 17:42,32.32443,-121.71282,23,22,8,8,0,,TRUE,TRUE,1.04,3.28,330,,1111,1122,,,NA,NA,,-190.6040039,15.06599998,33.31729889,24.66186905,5.793000221,0.319999993,1.980000019,0.029999999,0,0.308999985,0.104000002,3,14.87569096,44
201601_086.7_080.0_26,ND0339,201601,NA,42,086.7 080.0,Prodo,FALSE,,1/15/2016,17:42,1/15/2016 17:42,32.32443,-121.71282,19,19,26,26,0,,TRUE,TRUE,1.04,4.36,330,,1111,1128,,,NA,NA,,-190.6040039,14.76099968,33.35789871,24.76012993,5.84499979,0.349999994,2.24000001,0.079999998,0.02,0.499000013,0.181999996,3,14.87569096,44
201601_083.3_110.0_10,ND0340,201601,NA,46,083.3 110.0,Prodo,FALSE,,1/16/2016,18:02,1/16/2016 18:02,31.91667,-124.17333,23,21,11,10,-1,,TRUE,TRUE,2.2,4.335,330,,1125,1134,,,NA,NA,,-282.4240112,15.87100029,33.12459946,24.33606911,5.688000202,0.289999992,1.860000014,0,0,0.130999997,0.039000001,3,15.70655808,76.57983185
201601_083.3_110.0_67,ND0341,201601,NA,46,083.3 110.0,Prodo,FALSE,,1/16/2016,18:02,1/16/2016 18:02,31.91667,-124.17333,16,15,67,67,0,,TRUE,TRUE,2.2,4.208,330,,1126,1140,,,NA,NA,,-282.4240112,15.08300018,33.10279846,24.4967804,5.671000004,0.330000013,2.029999971,0.050000001,0.050000001,0.248999998,0.151999995,3,15.70655808,76.57983185
201601_083.3_070.0_11,ND0342,201601,NA,50,083.3 070.0,Prodo,FALSE,cl max = 10 > 3 depths,1/17/2016,17:18,1/17/2016 17:18,33.24467,-121.44967,22,20,11,11,0,,TRUE,TRUE,1.04,4.38,330,,1052,1106,,,NA,NA,,-123.3089981,14.69900036,33.40230179,24.80669022,5.879000187,0.360000014,2.450000048,0.129999995,0.129999995,0.927999973,0.395000011,3,12.5645553,68.29508207
201601_083.3_040.6_7,ND0343,201601,NA,55,083.3 040.6,Prodo,FALSE,,1/18/2016,18:06,1/18/2016 18:06,34.22417,-119.41467,6,4,8,7,-1,,TRUE,TRUE,1.04,4.07,330,,1130,1150,,,NA,NA,,-5.986999989,15.27900028,33.59669876,24.83054924,5.684000015,0.460000008,2.799999952,0.610000014,0.02,1.906000018,0.617999971,3,14.13370105,13.66666657
201601_080.0_055.0_10,ND0344,201601,NA,61,080.0 055.0,Ross,TRUE,,1/19/2016,8:41,1/19/2016 8:41,34.31983,-120.8055,22,20,11,10,-1,,TRUE,TRUE,1.04,3.9,330,,246,300,,,NA,NA,,-18.59399986,14.31200027,33.4518013,24.92697906,6.164000034,0.460000008,4.079999924,0.469999999,0.039999999,1.802999973,0.711000025,3,13.99831883,15.7321431
201601_080.0_070.0_10,ND0345,201601,NA,63,080.0 070.0,Prodo,TRUE,,1/19/2016,19:34,1/19/2016 19:34,33.817,-121.829,22,21,10,10,0,,TRUE,TRUE,2.2,4.07,330,,1321,1336,,,NA,NA,,-77.73500061,15.07999992,33.16389847,24.54079056,5.787000179,0.310000002,2.230000019,0,0.129999995,0.187999994,0.059999999,3,27.18446753,74.31249992
201601_080.0_070.0_45,ND0346,201601,NA,63,080.0 070.0,Prodo,TRUE,,1/19/2016,19:34,1/19/2016 19:34,33.817,-121.829,17,16,45,45,0,,TRUE,TRUE,1.04,4.33,330,,1321,1340,,,NA,NA,,-77.73500061,14.72599983,33.24240112,24.67976952,5.81400013,0.340000004,1.99000001,0,0.270000011,0.280000001,0.111000001,3,27.18446753,74.31249992
201601_080.0_080.0_10,ND0347,201601,NA,64,080.0 080.0,Ross,TRUE,,1/20/2016,1:56,1/20/2016 1:56,33.48267,-122.528,21,21,10,10,0,,TRUE,TRUE,2.2,6.33,330,,1950,2015,,,NA,NA,,-117.9919968,15.66600037,33.13660049,24.39101028,5.72300005,0.319999993,2.049999952,0,0.059999999,0.131999999,0.041000001,3,14.8442661,71.98275861
201601_080.0_080.0_50,ND0348,201601,NA,64,080.0 080.0,Ross,TRUE,,1/20/2016,1:56,1/20/2016 1:56,33.48267,-122.528,17,16,49,50,1,,TRUE,TRUE,2.2,4.36,330,,1950,2011,,,NA,NA,,-117.9919968,15.43200016,33.1867981,24.48406029,5.68200016,0.330000013,1.99000001,0,0.050000001,0.218999997,0.108999997,3,14.8442661,71.98275861
201601_080.0_100.0_10,ND0349,201601,NA,66,080.0 100.0,Ross,TRUE,,1/20/2016,13:25,1/20/2016 13:25,32.8125,-123.9095,16,15,10,10,0,,TRUE,TRUE,2.2,6.59,330,,743,808,,,NA,NA,,-198.1999969,16.41399956,33.18149948,24.25658035,5.649000168,0.25999999,1.960000038,0,0.059999999,0.115999997,0.032000002,3,32.03149398,101.6595744
201601_080.0_100.0_62,ND0350,201601,NA,66,080.0 100.0,Ross,TRUE,,1/20/2016,13:25,1/20/2016 13:25,32.8125,-123.9095,21,20,62,62,0,,TRUE,TRUE,2.2,5.19,330,,743,801,,,NA,NA,,-198.1999969,16.05599976,33.14609909,24.31455994,5.630000114,0.270000011,1.919999957,0,0.039999999,0.233999997,0.126000002,3,32.03149398,101.6595744
201601_076.7_100.0_14,ND0351,201601,NA,67,076.7 100.0,Prodo,FALSE,,1/20/2016,19:36,1/20/2016 19:36,33.39717,-124.31783,22,21,14,14,0,,TRUE,TRUE,2.2,6,330,,1306,1328,,,NA,NA,,-209.8950043,16.11499977,33.07889938,24.24617004,5.659999847,0.25,2.619999886,0,0.01,0.109999999,0.035999998,3,26.85967542,95.92000097
201601_076.7_100.0_79,ND0352,201601,NA,67,076.7 100.0,Prodo,FALSE,,1/20/2016,19:36,1/20/2016 19:36,33.39717,-124.31783,15,14,79,79,0,,TRUE,TRUE,2.2,6.16,330,,1306,1328,,,NA,NA,,-209.8950043,14.56099987,32.98080063,24.51523972,5.763999939,0.310000002,2.069999933,0.059999999,0.059999999,0.298999995,0.138999999,3,26.85967542,95.92000097
201601_076.7_060.0_9,ND0353,201601,NA,71,076.7 060.0,Prodo,FALSE,,1/21/2016,19:00,1/21/2016 19:00,34.72417,-121.5445,23,22,9,9,0,,TRUE,TRUE,1.04,4.36,330,,1224,1244,,,NA,NA,,-50.69200134,14.16699982,33.48389816,24.98205948,5.894000053,0.550000012,4.170000076,1.659999967,0.119999997,1.289999962,0.610000014,3,46.01175824,2
201601_076.7_060.0_30,ND0354,201601,NA,71,076.7 060.0,Prodo,FALSE,,1/21/2016,19:00,1/21/2016 19:00,34.72417,-121.5445,19,18,30,30,0,,TRUE,TRUE,1.04,4.41,330,,1224,1241,,,NA,NA,,-50.69200134,14.15799999,33.48469925,24.98582077,5.863999844,0.550000012,4.230000019,1.75,0.230000004,1.018000007,0.621999979,3,46.01175824,2
201604_093.3_026.7_20,ND0355,201604,NA,1,093.3 026.7,Prodo,FALSE,,4/1/2016,19:57,4/1/2016 19:57,32.95553,-117.30533,7,6,20,20,0,,TRUE,TRUE,0.5,4.35,330,,1303,1327,,,NA,NA,,-2.174999952,14.79199982,33.50830078,24.86904907,5.65899992,NA,NA,NA,NA,3.247999907,0.926999986,3,11.72913453,23.8431374
201604_093.3_026.7_9,ND0356,201604,NA,1,093.3 026.7,Prodo,FALSE,,4/1/2016,19:57,4/1/2016 19:57,32.95553,-117.30533,10,9,10,9,-1,,TRUE,TRUE,1.04,3.05,330,,1303,1333,,,NA,NA,,-2.174999952,16.07299995,33.54750061,24.61556053,6.034999847,0.330000013,2.74000001,0,0.330000013,0.864000022,0.219999999,3,11.72913453,23.8431374
201604_093.3_045.0_11,ND0357,201604,NA,8,093.3 045.0,Prodo,FALSE,,4/2/2016,17:29,4/2/2016 17:29,32.3461,-118.554,23,15,11,11,0,,TRUE,TRUE,1.04,4.15,330,,1113,1137,,,NA,NA,,-75.05200195,16.2329998,33.52730179,24.56369972,5.750999928,0.319999993,1.669999957,0,0.100000001,0.266000003,0.055,3,26.05974866,41.69003685
201604_093.3_045.0_48,ND0358,201604,NA,8,093.3 045.0,Prodo,FALSE,,4/2/2016,17:29,4/2/2016 17:29,32.3461,-118.554,16,21,48,48,0,,TRUE,TRUE,0.5,4.3,330,,1113,1137,,,NA,NA,,-75.05200195,14.39700031,33.47570038,24.92977905,5.28000021,0.600000024,4.489999771,2.710000038,0.029999999,3.184000015,1.100000024,3,26.05974866,41.69003685
201604_093.3_080.0_10,ND0359,201604,NA,13,093.3 080.0,Prodo,FALSE,,4/3/2016,17:13,4/3/2016 17:13,31.18057,-120.9219,23,22,10,10,0,,TRUE,TRUE,2.2,4.25,330,,1044,1107,,,NA,NA,,-214.6320038,16.20999908,33.33499908,24.42111015,5.677000046,0.300000012,1.929999948,0,0,0.081,0.016000001,3,71.60696012,102
201604_093.3_080.0_92,ND0360,201604,NA,13,093.3 080.0,Prodo,FALSE,,4/3/2016,17:13,4/3/2016 17:13,31.18057,-120.9219,14,13,93,92,-1,,TRUE,TRUE,1.04,4.32,330,,1044,1108,,,NA,NA,,-214.6320038,15.21000004,33.35749817,24.66707993,5.672999859,0.349999994,2.309999943,0,0.01,0.421000004,0.254000008,3,71.60696012,102
201604_093.3_120.0_17,ND0361,201604,NA,17,093.3 120.0,Prodo,FALSE,,4/4/2016,16:16,4/4/2016 16:16,29.84907,-123.59088,23,22,18,17,-1,,TRUE,TRUE,2.2,4.25,330,,951,1015,,,NA,NA,,-374.0929871,17.52199936,33.57099915,24.29606056,5.534999847,0.270000011,1.950000048,0,0,0.064000003,0.015,3,92.67249135,128.1649484
201604_093.3_120.0_125,ND0362,201604,NA,17,093.3 120.0,Prodo,FALSE,,4/4/2016,16:16,4/4/2016 16:16,29.84907,-123.59088,11,10,126,125,-1,,TRUE,TRUE,1.04,4.1,330,,951,1015,,,NA,NA,,-374.0929871,15.95499992,33.53609848,24.64171028,5.402999878,0.340000004,2.869999886,0.439999998,0.02,0.254999995,0.25999999,3,92.67249135,128.1649484
201604_090.0_120.0_10,ND0363,201604,NA,18,090.0 120.0,Ross,TRUE,,4/4/2016,22:02,4/4/2016 22:02,30.4159,-123.9978,22,21,11,10,-1,,TRUE,TRUE,2.2,4.02,330,,1527,1545,,,NA,NA,,-368.0979919,17.42300034,33.46519852,24.23811913,5.539000034,0.270000011,1.929999948,0,0.25999999,0.057999998,0.014,3,41.00945814,130.9265659
